Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,lotName,wafer_id,dieSize,Real,Center,Donut,Edge-Loc,Edge-Ring,Loc,Near-full,Random,Scratch
pass,X1-1,X2-1,X3-1,X4-1,X5-1,0.142473883,176,187,200,8.0,6.0,0.75,8,216,10,0.8,lot81,23,776,Center,0.999517202377319,5.31675937054388e-07,3.2845364330569303e-06,1.56049253519086e-07,0.000475008331704885,7.36559471192777e-08,2.8550241495395304e-06,9.406900289832269e-07
pass,X1-1,X2-1,X3-1,X4-1,X5-1,0.14252362,176,187,200,8.0,6.0,0.75,8,216,10,0.8,lot81,12,776,Center,0.9851219654083248,2.13589783015777e-06,1.9880384570569697e-05,2.3186089492810398e-07,0.0148492427542806,8.50645207606249e-08,3.08813423544052e-06,3.39505959345843e-06
pass,X1-1,X2-1,X3-1,X4-1,X5-1,0.143739669,176,187,200,8.0,6.0,0.75,8,216,10,0.8,lot81,1,776,Center,0.9998404979705808,4.06769549954333e-06,4.43630342488177e-05,2.53136863648251e-06,8.82355234352872e-05,6.95253220328596e-07,1.22630472105811e-05,7.41613393984153e-06
pass,X1-1,X2-1,X3-1,X4-1,X5-1,0.175814291,176,187,200,8.0,6.0,0.75,8,216,10,0.8,lot81,12,776,Center,0.994145274162292,1.62218157129246e-06,1.33008807097212e-05,2.06834670279932e-07,0.0058342823758721395,8.542816232193219e-08,2.94242431664316e-06,2.21235677599907e-06
pass,X1-1,X2-1,X3-1,X4-1,X5-1,0.19751538,176,187,200,8.0,6.0,0.75,8,216,10,0.8,lot84,3,1522,Center,0.996161699295044,1.35624858899064e-07,3.28439546137815e-06,7.41160288697529e-09,0.003834550501778721,1.3244899621511802e-09,1.1168513935899699e-07,1.88155397040646e-07
pass,X1-1,X2-1,X3-1,X4-1,X5-1,0.202310143,176,187,200,8.0,6.0,0.75,8,216,10,0.8,lot84,4,1522,Center,0.834542453289032,7.77579334680922e-05,0.00021850345365237399,5.3334024414653e-06,0.163559556007385,1.9070845382884701e-06,4.1194696677848703e-05,0.00155321625061333
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.026020846,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot84,7,1299,Center,0.997953653335571,6.81092842569342e-06,0.00157958979252726,3.893212578987e-06,0.000397481839172542,1.59475098371331e-06,1.99275364138884e-05,3.71282039850485e-05
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.026773041,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot84,15,1297,Center,0.999995350837708,3.7025338350815706e-09,8.96775063097266e-08,1.48810741507077e-09,4.51215464636334e-06,1.43139305963658e-10,1.5395773544923898e-08,3.1357798579989602e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.026804157,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot85,21,986,Center,1.0,1.3535563780919804e-09,9.373562370740267e-09,1.3976606538790305e-09,4.108895623744501e-08,5.619957971214621e-11,4.1590966226578985e-09,9.20090503786497e-10
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.026946438,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot86,5,3532,Center,0.999999046325684,4.42825154323145e-09,1.8447364880103107e-07,3.53397289210022e-09,6.41894132513698e-07,5.63152191546124e-10,1.62079469845366e-08,3.4537419590918704e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.033380405,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot87,21,3532,Center,0.9999997615814208,3.87813825497574e-09,9.26068537410174e-08,2.73354916480173e-09,1.64550257863993e-07,3.53297613386872e-10,7.96027688210188e-09,1.35656186284194e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.033685856,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot88,18,2007,Center,1.0,2.78075590331994e-10,6.45620046313411e-09,9.996115740706908e-11,1.74480394576904e-08,9.92325926291171e-12,1.0624611190834803e-09,2.02179134545233e-10
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.03373533,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot88,21,1145,Center,0.998721182346344,1.2105009545848601e-06,8.349032214027831e-06,1.05036940567516e-06,9.340985707240179e-05,5.6431713346683e-07,0.00117346551269293,7.83662983394606e-07
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.033885634,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot88,25,2937,Center,1.0,5.643974437113951e-12,2.57430500527622e-11,1.47840333725169e-11,1.86364534915384e-10,2.92672515996711e-13,5.82644765767526e-11,1.2697459186514199e-12
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.03412881,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot89,1,1801,Center,0.999999284744263,9.50224521290011e-09,1.31332171804388e-07,1.45052876376894e-08,4.68502889816591e-07,9.14009867791776e-10,7.70674688510553e-08,6.25487439620542e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.03414732,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot89,7,1801,Center,0.996075928211212,2.2526850443682606e-05,0.00304952124133706,7.217975507956e-05,0.000586618320085108,9.14116299099987e-06,0.00016490501002408602,1.90714908967493e-05
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.034158832,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot89,25,1801,Center,1.0,4.96601593180657e-10,6.855294998331371e-09,2.13935202886262e-09,5.63897950556225e-09,3.1386275523015395e-11,3.5734726289149405e-09,1.2439868579683398e-10
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.034231894,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot90,4,2393,Center,1.0,3.76417896852388e-10,1.64317039974549e-08,4.46905845663537e-10,2.76353766537341e-08,3.04706745946071e-11,2.28536101154475e-09,2.29484709013406e-10
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.034254367,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot90,15,2393,Center,0.999922394752502,2.14578699342383e-06,3.4709180908976096e-05,1.4564038792741502e-06,3.3140266168629805e-05,2.10968963187952e-07,5.4286415434035015e-06,5.78102174131345e-07
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.034430905,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot92,20,710,Center,0.999996781349182,1.46296450509453e-08,3.6927926316821e-07,3.52067086595298e-09,2.6819652703125e-06,3.36795979993809e-10,1.76459224121572e-07,1.02816777314274e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.034449972,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot93,5,4987,Center,1.0,5.90186363322309e-12,1.1563964230632004e-09,1.3149668853795802e-11,2.4805620668644197e-08,5.99001208877181e-13,1.4535304904139702e-10,9.35447379279974e-12
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.03449757,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot93,16,4987,Center,0.999994277954102,2.0142327805672308e-09,1.48326449789238e-07,3.21918314227787e-09,5.60102080271463e-06,2.19108703403137e-10,2.9761746844769706e-08,9.05837904685569e-10
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.034527014,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot93,3,4987,Center,1.0,1.64061014773509e-10,1.2980999608558399e-09,2.14716286417449e-10,1.57635025033187e-08,9.494592612124821e-12,7.01044833295583e-10,3.84697933231148e-11
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.034609541,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot93,7,4987,Center,0.99999737739563,3.9253720274246e-08,1.32962611587573e-06,4.5518007141254195e-08,1.01186981282808e-06,6.28954399672921e-09,1.4607620357764999e-07,1.70941127919377e-08
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.034705247,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot93,13,4987,Center,0.999999642372131,2.7631190668841997e-09,1.91111571012925e-08,2.27241558903302e-09,2.84540021766588e-07,4.33964558732569e-10,1.34020838871152e-08,5.597792229750098e-10
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.034808671,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot93,14,4987,Center,0.99996280670166,2.44271120664052e-07,1.4754950825590601e-05,1.3782246810478698e-07,2.1110772649990398e-05,3.18426920387083e-08,7.72027703987988e-07,9.05399204498281e-08
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.03482715,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot93,15,4987,Center,0.999964594841003,7.22895663329837e-08,3.11526889618108e-07,2.20947260487492e-08,3.460289372014811e-05,7.29736004956294e-09,2.2450213066349502e-07,3.41467831788123e-08
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.035133665,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot96,9,3532,Center,0.999997973442078,2.2506387864496e-08,7.94711354501487e-08,2.4607508919416402e-08,1.69948873462999e-06,2.56005372456514e-09,1.76812505969792e-07,5.670083513820151e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.035140395,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot96,11,3532,Center,0.9999966621398928,6.40637978222003e-08,1.39661096909549e-06,6.89750834226288e-08,1.5655029983463498e-06,1.03573229992548e-08,2.13610547916687e-07,3.45581767646763e-08
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.035146488,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot97,13,3532,Center,0.00967828277498484,1.08442793589347e-06,8.586789945752571e-09,7.410708491306651e-09,0.99032062292099,3.8707120841863204e-11,1.3189062286755902e-08,1.45188190359136e-08
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.035284206,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot98,13,3532,Center,0.999995231628418,2.38092603410678e-08,3.3564081292070094e-08,3.25211080287602e-09,4.73476211482193e-06,8.23995705001579e-10,2.1246062686941497e-08,4.40107106314258e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.035286202,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot100,22,1485,Center,1.0,2.1317421439182e-10,2.53756016199702e-09,6.769834914877039e-09,6.06806715985897e-10,1.4591130387264803e-11,1.73418945870196e-09,1.00839753214288e-10
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.035319519,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot100,24,1485,Center,1.0,1.1655139527111401e-11,1.71640462259814e-11,1.2553300066109299e-10,2.0476689788218003e-10,1.74283723845987e-13,6.78248152086169e-11,1.45632637893467e-12
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.035347635,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot100,2,1485,Center,1.0,1.57801294253801e-09,1.19678134069545e-08,3.6227538746658212e-09,3.90856484955293e-08,1.57560908764509e-10,1.08317923519508e-08,6.71593169965234e-10
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.035405202000000004,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot100,10,1485,Center,0.99985945224762,6.23345431449707e-06,2.8782851586584002e-05,2.5623726287449198e-06,8.58037819853053e-05,8.63882121393544e-07,1.29056879814016e-05,3.3510245884826906e-06
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.035517246,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot100,9,2007,Center,1.0,1.31815980353167e-09,5.6354554800463996e-08,2.937760035237601e-09,1.5250501306241e-08,8.796959688472941e-11,7.025524606518729e-09,6.74516220655619e-10
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.035752634,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot102,21,515,Center,0.999999523162842,4.1001393391582e-09,3.72035486861932e-08,4.10862543986923e-09,4.6375316742341997e-07,1.20872464814958e-10,1.68474336703639e-08,1.35682043378438e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.036095507,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot102,8,515,Center,0.9999986886978148,8.39299474364452e-09,3.91332122262611e-07,1.60602908749752e-08,8.885608053788021e-07,4.6367293338178704e-10,1.1918576348080001e-07,3.3966109924676886e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.036172288,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot102,24,515,Center,1.0,1.09061171552072e-11,6.17693618476523e-10,1.3413020694130802e-10,4.33684227418851e-10,7.437747249691709e-13,3.66300267895525e-10,4.83126863168315e-12
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.036246157,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot102,25,515,Center,1.0,1.04225662822532e-10,2.545893940109069e-09,2.17072929076245e-10,3.1527724875246597e-09,3.4604985977432203e-12,1.4262196978975796e-09,2.795570545888189e-11
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.036773183,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot102,9,515,Center,1.0,2.25066016171227e-12,2.5895468061531998e-11,5.34593203038725e-12,8.58918006163556e-11,7.236556866978619e-14,3.63089905364156e-11,5.29601753077036e-13
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.037572613,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot102,14,515,Center,0.9999997615814208,6.494523585587329e-09,3.9805328810871294e-08,1.84355855026297e-08,1.06465492422103e-07,7.06370517633559e-10,7.3559228042086e-08,2.70971689531052e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.037618695,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot102,1,515,Center,0.999994874000549,5.8423061943813095e-08,8.15218129446294e-07,9.841781434261072e-08,3.52733036379505e-06,5.16052667265399e-09,5.75630906496372e-07,2.41025475133938e-08
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.037638209,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot102,3,515,Center,1.0,1.73431161467653e-13,2.60262623084928e-13,2.00105990805222e-13,5.6127992878463e-12,8.09688799857075e-16,6.50871067112147e-13,2.0041527980371397e-14
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.038092232,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot103,3,515,Center,1.0,4.94898132891164e-12,1.12128348273011e-10,3.15584190724305e-12,1.23633536741607e-09,1.19320216684579e-13,1.46121087452045e-10,2.421551891299e-12
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.038345353,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot103,3,515,Center,1.0,1.75550925792661e-12,3.31647452556094e-11,1.0929997141737e-12,4.77675454746418e-10,3.84762649529875e-14,6.77159717188403e-11,7.01240335330283e-13
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.03899441,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot103,25,515,Center,0.9999997615814208,3.1422761614941e-10,2.57034798778477e-07,3.96459709506303e-09,6.41690123259764e-09,1.74367326133407e-11,2.1938770800034002e-09,3.96009808278919e-10
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.039820114,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot103,15,515,Center,1.0,1.02491010470218e-11,6.22153606411047e-10,5.82623315911746e-12,4.51525972167133e-09,2.27804510281524e-13,5.6054095393109904e-11,9.84430852807305e-12
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.039968688,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot103,15,515,Center,1.0,1.12228204160458e-11,6.276710262653752e-10,7.107405809725348e-12,3.08819125827142e-09,2.69733644057621e-13,6.473777763860161e-11,9.773289816328301e-12
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.040055655,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot103,16,515,Center,1.0,7.580991390199191e-12,1.0651999421407201e-10,5.26880622464532e-12,2.17263984580995e-09,2.8151946377362503e-13,7.442480659536341e-11,5.38588791620942e-12
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.042559482,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot103,14,515,Center,0.999999523162842,3.50496187628835e-09,3.9634429072066295e-07,1.4632112410595301e-08,1.15755554475072e-07,2.3025976958468399e-10,2.16108819728333e-08,1.74358816273923e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.042719172,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot104,1,515,Center,0.999306082725525,2.55966501327976e-08,0.0006868073833175,6.714978439958942e-08,6.1192667999421306e-06,8.25932389147965e-09,8.0582003647578e-07,5.600588082188551e-08
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.042843984,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot104,1,515,Center,0.999997973442078,2.57939425374332e-09,1.68686801771401e-06,1.0545614159695999e-08,3.13038611921002e-07,2.78547490628611e-10,2.3171001117816602e-08,2.42269160288799e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.043411689,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot104,1,515,Center,0.99999988079071,4.67261118686224e-10,1.02404840163217e-07,1.2842893859499299e-08,2.7984444983530897e-08,3.78074724305399e-11,4.78888972921254e-09,2.0310247927923802e-10
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.044875445,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot104,9,515,Center,1.0,6.57202834904516e-14,1.08720758090763e-11,3.57515585061932e-13,1.33577133729079e-11,9.21274749806429e-16,7.20771532736197e-13,4.16534990906655e-14
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.045686157000000005,63,92,110,3.0,4.0,0.55,8,832,10,0.7,lot104,18,515,Center,1.0,1.1529667498511002e-10,1.45865253209365e-09,8.35184421621449e-11,1.2025383355762599e-08,5.8392609324220404e-12,1.63705382583146e-09,6.88389137359913e-11
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.046347222,63,92,110,3.0,4.0,0.55,8,832,10,0.7,lot104,19,515,Center,0.99999988079071,8.29189661377683e-10,5.99737788320454e-08,1.13361924292121e-08,1.83859327762548e-08,1.52404810993545e-10,2.28787833123079e-08,1.14426979003213e-09
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.046460196,63,92,110,3.0,4.0,0.55,8,832,10,0.7,lot104,22,515,Center,1.0,4.14914440695704e-13,4.84916273801872e-11,2.2371271501953097e-12,2.3243960575736202e-11,2.88486851865877e-14,1.95152609350213e-11,3.5894293722200896e-13
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.04710057,63,92,110,3.0,4.0,0.55,8,832,10,0.7,lot104,8,515,Center,1.0,8.847884092055841e-10,9.3656105093487e-09,3.73766706474044e-09,2.13601367704541e-08,3.99064635503432e-11,4.87836171458866e-09,3.56298962556068e-10
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.047630129000000014,63,92,110,3.0,4.0,0.55,8,832,10,0.7,lot104,10,515,Center,1.0,7.10488889943406e-11,1.6729531093773198e-09,5.6740487308637494e-11,1.2470432686484399e-08,2.6037002415213503e-12,4.95307517223154e-10,3.14502764109381e-11
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.047702555,63,92,110,3.0,4.0,0.55,8,832,10,0.7,lot104,15,515,Center,1.0,1.37846900777686e-13,2.59476780339885e-11,8.72286252018469e-14,8.87824050388453e-11,2.79051468110374e-15,4.96197744351279e-12,1.1088061756736301e-13
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.048217421,63,92,110,3.0,4.0,0.55,8,832,10,0.7,lot104,19,515,Center,0.999994277954102,1.3036188128978703e-08,3.0444002732110697e-06,1.6666369901940902e-06,1.0742625988768899e-07,6.7225602862208705e-09,8.73045053140231e-07,2.15468922704076e-08
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.052072889,63,92,110,3.0,4.0,0.55,8,832,10,0.7,lot104,16,515,Center,1.0,3.2445952174997604e-11,1.6351416221027602e-08,1.08389526520813e-10,5.76534286977903e-09,1.0197014673613e-12,3.95294491584153e-10,2.69116239709488e-11
pass,X1-1,X2-2,X3-1,X4-1,X5-1,0.08181219099999999,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot104,10,515,Center,1.0,6.68905625333949e-11,1.4784331536787898e-09,4.84623140228901e-11,1.14758167413243e-08,2.1800046576953003e-12,4.10129680217253e-10,2.84699156610779e-11
fail,X1-1,X2-2,X3-1,X4-1,X5-5,0.059440828,409,139,335,14.0,4.1,0.61,26,240,32,0.6,lot108,12,2393,Center,0.9999997615814208,2.1492346097273802e-11,4.4274248156561705e-10,2.2651904223874904e-12,1.82137242177305e-07,1.6206247498498595e-13,6.25260537789885e-11,3.7099884796221204e-12
fail,X1-1,X2-2,X3-1,X4-1,X5-5,0.099794798,376,330,160,10.8,10.8,0.4,12,120,27,0.6,lot108,24,2393,Center,1.0,8.95513441179219e-10,6.53574394604561e-09,1.21642518280396e-09,1.7371366567431294e-08,5.2276571960163703e-11,4.95554353108219e-09,2.9990793182221895e-10
fail,X1-1,X2-2,X3-1,X4-1,X5-5,0.107444653,409,139,335,14.0,4.1,0.61,26,240,32,0.6,lot109,3,3031,Center,1.0,1.637297936119e-12,2.43989523029953e-10,3.5970937600077203e-12,2.69100464134198e-10,8.45461735018461e-14,1.5776473877293598e-11,8.35915050286656e-13
fail,X1-1,X2-2,X3-1,X4-1,X5-5,0.107634574,409,139,335,14.0,4.1,0.61,26,240,32,0.6,lot110,13,1129,Center,0.993136763572693,0.00022453794372267997,0.0013899594778195,0.000127798964967951,0.00438919756561518,6.55069961794652e-05,0.000472230254672468,0.00019392113608773798
fail,X1-1,X2-2,X3-1,X4-1,X5-5,0.107898002,409,139,335,14.0,4.1,0.61,26,240,32,0.6,lot112,25,2393,Center,0.99998950958252,1.75169915905826e-07,1.89292236996153e-07,5.62285613625591e-08,9.71337794908322e-06,1.17090905860096e-08,3.72929974901126e-07,7.8174245743412e-08
fail,X1-1,X2-2,X3-1,X4-1,X5-5,0.108331362,409,139,335,14.0,4.1,0.61,26,240,32,0.6,lot114,6,2393,Center,0.995348632335663,2.89294632693782e-07,2.0682350054812602e-07,4.55183313263774e-09,0.00465067848563194,1.56191071187806e-09,1.97931200318635e-07,3.48556952189938e-08
fail,X1-1,X2-2,X3-1,X4-1,X5-5,0.108403292,409,139,335,14.0,4.1,0.61,26,240,32,0.6,lot115,4,1109,Center,0.999748408794403,3.5242621834186096e-06,4.30769505328499e-05,1.03720583410905e-06,0.000192651757970452,3.35918684868375e-07,6.35022161077359e-06,4.55479630545597e-06
fail,X1-1,X2-2,X3-1,X4-1,X5-5,0.108490777,409,139,335,14.0,4.1,0.61,26,240,32,0.6,lot116,19,986,Center,0.9899471402168272,2.7221491109230606e-05,0.000401885772589594,2.1579591702902696e-05,0.00922986399382353,5.95846631767927e-06,0.00033769165747799,2.8663551347563e-05
fail,X1-1,X2-2,X3-1,X4-1,X5-5,0.108772675,409,139,335,14.0,4.1,0.61,26,240,32,0.6,lot116,15,2000,Center,1.0,7.79822040275491e-12,4.58845350603809e-10,1.8292958293975e-12,8.30122282025059e-09,1.58295644929647e-13,4.5852665414569703e-11,4.56608145391058e-12
fail,X1-1,X2-2,X3-1,X4-1,X5-5,0.109119569,409,139,335,14.0,4.1,0.61,26,240,32,0.6,lot117,16,1380,Center,0.9916316866874691,3.5720443065656607e-06,2.0307439626776607e-05,6.86846988173784e-07,0.00833037029951811,4.3870090848940896e-07,8.70632084115641e-06,4.2730944187496806e-06
fail,X1-1,X2-2,X3-1,X4-1,X5-5,0.10962766,409,139,335,14.0,4.1,0.61,26,240,32,0.6,lot119,15,980,Center,0.99998414516449,4.0122048972079895e-07,3.37127221428091e-06,5.1594065553217695e-06,4.28743942393339e-06,7.04166254195116e-08,2.33183391173952e-06,2.56010622479153e-07
fail,X1-1,X2-2,X3-1,X4-1,X5-5,0.10972048,409,139,335,14.0,4.1,0.61,26,240,32,0.6,lot119,9,980,Center,0.999994039535522,4.9861004214335505e-09,4.18317586081685e-06,1.57489080265805e-06,7.97027723820065e-08,1.11673759128905e-09,1.2211310718157599e-07,3.442097717965e-09
